FILE,PAGE,CLASS-1,CLASS-2,SCORE-1,SCORE-2
A0039317,156,LINE_HW,MISC,0.146,0.115
A0039318,79,LINE_HW,TEXT_HW,0.166,0.121
A0039318,85,LINE_HW,LINE_MIX,0.136,0.127
A0039318,130,LINE_HW,LINE_MIX,0.148,0.127
A0039319,1,LINE_HW,LINE_TP,0.141,0.128
A0039319,92,LINE_HW,TEXT_HW,0.143,0.125
A0039319,155,LINE_MIX,LINE_HW,0.135,0.134
A0039320,53,LINE_HW,LINE_MIX,0.168,0.125
A0039320,99,LINE_HW,LINE_MIX,0.164,0.114
A0039320,120,LINE_HW,LINE_MIX,0.158,0.124
A0039320,134,LINE_HW,LINE_MIX,0.155,0.119
A0039320,229,LINE_HW,LINE_MIX,0.156,0.122
A0039320,247,LINE_HW,LINE_MIX,0.149,0.122
A0039323,65,LINE_HW,LINE_MIX,0.153,0.132
A0039323,106,LINE_HW,LINE_MIX,0.151,0.138
A0039323,127,LINE_HW,LINE_MIX,0.15,0.13
A0039323,147,LINE_HW,TEXT_HW,0.133,0.125
A0039323,166,LINE_HW,LINE_MIX,0.152,0.128
A0039323,204,LINE_HW,LINE_MIX,0.15,0.126
A0070150,16,TEXT_HW,LINE_HW,0.139,0.13
A0070150,27,TEXT_HW,LINE_HW,0.166,0.121
A0070150,109,TEXT_HW,LINE_HW,0.164,0.115
A0075616,48,LINE_HW,LINE_MIX,0.152,0.134
A0075616,143,LINE_HW,LINE_MIX,0.168,0.125
A0075616,266,LINE_HW,LINE_MIX,0.15,0.135
A0075617,94,LINE_HW,LINE_MIX,0.163,0.123
A0075617,119,LINE_HW,LINE_MIX,0.143,0.134
A0075617,247,LINE_HW,LINE_MIX,0.164,0.124
A0075813,159,TEXT,LINE_HW,0.131,0.122
A0075813,175,MISC,LINE_HW,0.128,0.127
A0075813,217,TEXT,LINE_HW,0.127,0.127
A0075813,256,LINE_HW,LINE_MIX,0.141,0.118
A0075813,295,TEXT_HW,TEXT,0.135,0.132
A0075813,334,TEXT,TEXT_HW,0.136,0.126
A0075999,86,LINE_HW,MISC,0.142,0.116
A0075999,112,LINE_HW,TEXT,0.147,0.119
A0075999,238,LINE_HW,TEXT_HW,0.146,0.116
A0075999,247,TEXT,LINE_HW,0.125,0.125
A0075999,251,LINE_HW,TEXT_HW,0.153,0.116
A0076601,411,LINE_HW,LINE_MIX,0.177,0.117
A0076601,478,TEXT_HW,LINE_HW,0.159,0.124
A0076601,496,LINE_HW,TEXT_HW,0.141,0.131
A0076643,7,LINE_HW,TEXT_HW,0.137,0.127
A0076643,366,LINE_HW,LINE_MIX,0.172,0.125
A0076643,540,LINE_HW,LINE_MIX,0.159,0.132
A0076647,191,TEXT_HW,LINE_HW,0.163,0.122
A0076647,703,LINE_HW,LINE_MIX,0.137,0.127
A0076647,757,LINE_HW,LINE_MIX,0.153,0.132
A0076702,213,LINE_MIX,LINE_HW,0.144,0.14
A0076702,351,LINE_HW,LINE_MIX,0.163,0.129
A0076702,450,LINE_HW,LINE_MIX,0.162,0.128
ES000285,1,LINE_HW,TEXT,0.128,0.124
ES000285,2,MISC,TEXT_TP,0.135,0.13
ES000285,3,TEXT,LINE_MIX,0.133,0.118
ES000285,4,LINE_TP,LINE_MIX,0.134,0.128
ES000285,5,MISC,LINE_MIX,0.127,0.122
ES003029,1,MISC,TEXT,0.184,0.107
ES003029,3,LINE_MIX,TEXT_TP,0.121,0.12
ES003029,4,TEXT,LINE_HW,0.14,0.119
ES003029,6,LINE_MIX,LINE_TP,0.134,0.129
ES003029,7,LINE_TP,LINE_MIX,0.142,0.129
ES003029,8,LINE_MIX,LINE_TP,0.136,0.122
ES003029,10,TEXT,TEXT_TP,0.152,0.128
ES003029,11,TEXT_TP,TEXT,0.132,0.132
ES003029,13,TEXT,TEXT_TP,0.143,0.135
ES003029,14,TEXT,TEXT_TP,0.147,0.131
ES003029,16,TEXT,TEXT_TP,0.148,0.135
ES004494,1,TEXT,TEXT_TP,0.148,0.126
ES004505,1,TEXT_TP,TEXT,0.144,0.125
ES004507,1,TEXT,TEXT_TP,0.132,0.129
ES004550,1,TEXT_HW,LINE_HW,0.134,0.129
ES004683,1,LINE_HW,LINE_TP,0.13,0.121
ES005437,6,TEXT_TP,TEXT,0.165,0.116
ES005443,1,LINE_MIX,TEXT_TP,0.131,0.13
ES005443,2,TEXT_TP,TEXT,0.139,0.125
ES005443,3,TEXT_TP,TEXT,0.139,0.13
ES005509,1,TEXT,TEXT_TP,0.146,0.13
ES006705,1,TEXT,LINE_MIX,0.137,0.119
ES006705,5,LINE_HW,LINE_TP,0.129,0.129
R0001401,1,DRAW,PHOTO,0.22,0.102
R0001411,1,DRAW,MISC,0.237,0.097
R0001413,1,DRAW,MISC,0.24,0.097
R0001512,1,DRAW,MISC,0.246,0.095
R0001540,1,DRAW,MISC,0.25,0.094
R0001548,1,DRAW,MISC,0.244,0.095
R0001855,1,DRAW,PHOTO,0.242,0.096
R0001855,2,DRAW,PHOTO,0.249,0.094
R0001855,3,DRAW,PHOTO,0.247,0.095
R0002398,1,TEXT_HW,TEXT,0.158,0.118
R0002398,2,MISC,TEXT_HW,0.135,0.127
R0002476,1,DRAW,MISC,0.252,0.094
R0002488,8,LINE_HW,LINE_MIX,0.165,0.124
R0002488,12,DRAW,MISC,0.239,0.098
R0002488,32,DRAW,MISC,0.251,0.094
R0002496,1,DRAW,MISC,0.199,0.109
R0003309,1,DRAW,MISC,0.252,0.094
R0003315,1,DRAW,PHOTO,0.251,0.094
R0003360,5,DRAW,LINE_HW,0.244,0.095
R0003360,7,DRAW,MISC,0.249,0.094
R0003360,8,DRAW,MISC,0.251,0.094
R0003687,70,LINE_HW,LINE_MIX,0.158,0.13
R0003687,148,LINE_HW,TEXT,0.128,0.125
R0003687,166,TEXT_HW,TEXT,0.15,0.119
Z0000191,1,PHOTO,MISC,0.242,0.096
Z0000199,1,PHOTO,MISC,0.234,0.098
Z0000209,1,PHOTO,MISC,0.223,0.099
Z0000212,1,PHOTO,MISC,0.242,0.095
Z0000217,1,PHOTO,LINE_HW,0.236,0.096
Z0000220,1,PHOTO,MISC,0.227,0.098
Z0000227,1,PHOTO,MISC,0.214,0.102
Z0000233,1,PHOTO,MISC,0.23,0.099
Z0000235,1,PHOTO,MISC,0.245,0.095
Z0000249,1,PHOTO,MISC,0.239,0.097
Z0000251,1,PHOTO,MISC,0.241,0.096
Z0000252,1,PHOTO,MISC,0.244,0.095
Z0000254,1,PHOTO,MISC,0.244,0.095
Z0000264,1,PHOTO,MISC,0.213,0.103
Z0000266,1,PHOTO,TEXT,0.228,0.098
Z0000272,1,PHOTO,MISC,0.243,0.095
Z0000285,1,PHOTO,MISC,0.236,0.097
Z0000286,1,PHOTO,MISC,0.246,0.095
Z0000289,1,PHOTO,MISC,0.241,0.096
Z0000291,1,PHOTO,MISC,0.248,0.095
Z0000293,1,PHOTO,MISC,0.226,0.099
Z0000295,1,PHOTO,MISC,0.212,0.103
Z0000297,1,PHOTO,TEXT,0.224,0.099
Z0000302,1,PHOTO,MISC,0.24,0.096
Z0000302,2,PHOTO,MISC,0.247,0.095
Z0000307,1,PHOTO,MISC,0.24,0.096
Z0000311,1,PHOTO,MISC,0.246,0.095
Z0000314,1,PHOTO,MISC,0.241,0.096
Z0000316,1,PHOTO,MISC,0.234,0.096
Z0000327,1,PHOTO,MISC,0.234,0.098
Z0000329,1,PHOTO,MISC,0.206,0.101
Z0000333,1,PHOTO,MISC,0.229,0.099
Z0000336,1,PHOTO,MISC,0.223,0.099
Z0000353,1,PHOTO,MISC,0.241,0.096
Z0000362,1,PHOTO,MISC,0.243,0.095
Z0000367,1,PHOTO,MISC,0.225,0.099
Z0000379,1,PHOTO,MISC,0.233,0.098
Z0000391,1,PHOTO,MISC,0.239,0.096
Z0000397,1,PHOTO,MISC,0.244,0.095
Z0000402,1,PHOTO,MISC,0.225,0.1
Z0000405,1,PHOTO,MISC,0.235,0.097
Z0000406,1,PHOTO,MISC,0.235,0.097
Z0000409,1,PHOTO,MISC,0.231,0.098
Z0000414,1,PHOTO,MISC,0.227,0.099
Z0000421,1,PHOTO,MISC,0.231,0.099
Z0000422,1,PHOTO,MISC,0.219,0.1
Z0000426,1,PHOTO,MISC,0.24,0.096
Z0000428,1,PHOTO,MISC,0.244,0.095
Z0000432,1,PHOTO,MISC,0.24,0.096
Z0000437,1,PHOTO,MISC,0.239,0.096
