FILE,PAGE,CLASS-1,CLASS-2,SCORE-1,SCORE-2
A0039306,5,TEXT,TEXT_TP,0.124,0.119
A0039306,19,TEXT,TEXT_HW,0.133,0.133
A0039306,55,TEXT,DRAW,0.124,0.124
A0039306,63,DRAW,TEXT,0.131,0.114
A0039306,124,DRAW,TEXT,0.137,0.118
A0039306,405,DRAW,PHOTO,0.141,0.119
A0039307,5,DRAW,TEXT,0.151,0.121
A0039307,39,DRAW,LINE_HW,0.117,0.117
A0039307,87,LINE_HW,DRAW,0.12,0.118
A0039307,190,DRAW,TEXT,0.128,0.115
A0039307,222,DRAW,TEXT,0.125,0.116
A0039307,310,TEXT_HW,TEXT,0.133,0.13
A0039308,88,TEXT,TEXT_HW,0.133,0.127
A0039308,109,DRAW,TEXT,0.141,0.118
A0039308,110,DRAW,TEXT,0.132,0.116
A0039309,24,TEXT,DRAW,0.128,0.126
A0039309,42,LINE_HW,TEXT,0.117,0.117
A0039309,50,TEXT,DRAW,0.131,0.118
A0039309,92,DRAW,TEXT,0.129,0.127
A0039309,110,DRAW,TEXT,0.125,0.117
A0039309,126,DRAW,TEXT,0.125,0.121
A0039309,149,DRAW,TEXT,0.128,0.121
A0039309,152,TEXT,DRAW,0.125,0.125
A0039309,156,DRAW,TEXT,0.13,0.114
A0039310,35,DRAW,TEXT,0.124,0.118
A0039310,51,TEXT,DRAW,0.123,0.116
A0039310,103,DRAW,TEXT,0.134,0.123
A0039310,112,TEXT,DRAW,0.128,0.121
A0039310,129,TEXT,DRAW,0.126,0.124
A0039310,141,DRAW,TEXT,0.125,0.118
A0039313,56,DRAW,TEXT,0.13,0.122
A0039313,79,DRAW,TEXT,0.137,0.122
A0039313,91,DRAW,LINE_HW,0.122,0.116
A0039313,119,PHOTO,TEXT,0.125,0.123
A0039313,120,DRAW,TEXT,0.126,0.126
A0039313,142,DRAW,TEXT,0.136,0.123
A0039314,7,DRAW,TEXT,0.126,0.121
A0039314,10,DRAW,TEXT,0.127,0.12
A0039314,33,DRAW,PHOTO,0.126,0.119
A0039314,68,TEXT,DRAW,0.12,0.116
A0039314,85,DRAW,TEXT,0.127,0.12
A0039314,134,DRAW,TEXT,0.136,0.117
A0039314,140,PHOTO,DRAW,0.129,0.123
A0039314,208,DRAW,TEXT,0.136,0.117
A0039314,227,DRAW,TEXT,0.129,0.118
A0039314,254,DRAW,TEXT,0.138,0.121
A0039314,272,DRAW,TEXT,0.126,0.116
A0039314,275,DRAW,TEXT,0.13,0.124
A0039316,7,TEXT,TEXT_HW,0.136,0.132
A0039316,57,TEXT,TEXT_HW,0.134,0.134
A0039316,209,DRAW,TEXT,0.122,0.122
A0039316,215,DRAW,LINE_HW,0.133,0.117
A0039316,231,DRAW,LINE_HW,0.128,0.116
A0039316,233,TEXT,DRAW,0.122,0.121
A0039317,42,DRAW,TEXT,0.134,0.118
A0039317,73,DRAW,TEXT,0.127,0.121
A0039317,156,DRAW,TEXT,0.163,0.113
A0039318,79,TEXT,PHOTO,0.124,0.118
A0039318,85,TEXT,TEXT_HW,0.13,0.114
A0039318,130,TEXT,TEXT_HW,0.13,0.115
A0039319,1,TEXT_HW,TEXT,0.134,0.119
A0039319,92,TEXT,LINE_HW,0.13,0.115
A0039319,155,TEXT,DRAW,0.13,0.114
A0039320,53,DRAW,TEXT,0.14,0.114
A0039320,99,TEXT,PHOTO,0.119,0.119
A0039320,120,DRAW,TEXT,0.133,0.115
A0039320,134,TEXT,DRAW,0.121,0.119
A0039320,229,TEXT,DRAW,0.125,0.12
A0039320,247,DRAW,TEXT,0.126,0.121
A0039323,65,DRAW,TEXT,0.125,0.12
A0039323,106,DRAW,TEXT,0.132,0.115
A0039323,127,TEXT,DRAW,0.125,0.121
A0039323,147,DRAW,TEXT,0.131,0.129
A0039323,166,DRAW,TEXT,0.148,0.117
A0039323,204,TEXT,DRAW,0.125,0.117
A0070150,16,TEXT,TEXT_HW,0.131,0.117
A0070150,27,TEXT,TEXT_TP,0.136,0.121
A0070150,109,TEXT,TEXT_HW,0.13,0.128
A0075616,48,DRAW,TEXT,0.142,0.113
A0075616,143,DRAW,TEXT,0.145,0.113
A0075616,266,DRAW,TEXT,0.147,0.112
A0075617,94,DRAW,TEXT,0.131,0.119
A0075617,119,DRAW,TEXT,0.154,0.12
A0075617,247,DRAW,TEXT,0.141,0.112
A0075813,159,TEXT,TEXT_HW,0.131,0.119
A0075813,175,TEXT,TEXT_HW,0.126,0.12
A0075813,217,TEXT,TEXT_HW,0.135,0.125
A0075813,256,TEXT,TEXT_HW,0.128,0.12
A0075813,295,TEXT,TEXT_HW,0.131,0.122
A0075813,334,TEXT,TEXT_HW,0.126,0.125
A0075999,86,TEXT,DRAW,0.13,0.116
A0075999,112,TEXT_HW,TEXT,0.126,0.125
A0075999,238,TEXT,PHOTO,0.128,0.119
A0075999,247,TEXT,TEXT_HW,0.126,0.122
A0075999,251,TEXT,TEXT_HW,0.136,0.117
A0076601,411,DRAW,TEXT,0.136,0.114
A0076601,478,TEXT,TEXT_HW,0.14,0.12
A0076601,496,TEXT,TEXT_HW,0.138,0.121
A0076643,7,TEXT,DRAW,0.132,0.12
A0076643,366,DRAW,TEXT,0.141,0.122
A0076643,540,DRAW,TEXT,0.125,0.121
A0076647,191,TEXT,TEXT_HW,0.148,0.118
A0076647,703,TEXT,DRAW,0.132,0.13
A0076647,757,DRAW,LINE_HW,0.149,0.114
A0076702,213,DRAW,TEXT,0.139,0.122
A0076702,351,DRAW,LINE_HW,0.13,0.119
A0076702,450,DRAW,TEXT,0.135,0.133
ES000285,1,TEXT,TEXT_HW,0.144,0.122
ES000285,2,TEXT,LINE_HW,0.124,0.121
ES000285,3,TEXT_HW,LINE_HW,0.128,0.127
ES000285,4,LINE_HW,TEXT,0.121,0.119
ES000285,5,LINE_HW,TEXT,0.123,0.12
ES003029,1,MISC,LINE_TP,0.135,0.117
ES003029,3,TEXT_HW,LINE_HW,0.132,0.117
ES003029,4,TEXT_HW,TEXT,0.138,0.132
ES003029,6,TEXT,TEXT_HW,0.134,0.116
ES003029,7,LINE_HW,TEXT,0.12,0.119
ES003029,8,TEXT,DRAW,0.121,0.119
ES003029,10,TEXT,TEXT_HW,0.142,0.121
ES003029,11,TEXT,TEXT_HW,0.142,0.118
ES003029,13,TEXT_HW,TEXT,0.134,0.13
ES003029,14,TEXT,TEXT_HW,0.134,0.125
ES003029,16,TEXT_HW,TEXT,0.135,0.13
ES004494,1,TEXT_HW,LINE_HW,0.131,0.123
ES004505,1,LINE_HW,TEXT,0.12,0.119
ES004507,1,TEXT,TEXT_HW,0.131,0.121
ES004550,1,TEXT_HW,TEXT,0.143,0.124
ES004683,1,TEXT_HW,TEXT,0.132,0.13
ES005437,6,TEXT,TEXT_TP,0.129,0.119
ES005443,1,TEXT,TEXT_HW,0.141,0.116
ES005443,2,TEXT,LINE_HW,0.123,0.123
ES005443,3,TEXT,LINE_HW,0.125,0.12
ES005509,1,TEXT,TEXT_HW,0.144,0.119
ES006705,1,TEXT_HW,TEXT,0.133,0.118
ES006705,5,LINE_HW,TEXT_HW,0.126,0.117
R0001401,1,DRAW,TEXT,0.14,0.113
R0001411,1,DRAW,TEXT,0.156,0.112
R0001413,1,DRAW,TEXT,0.162,0.114
R0001512,1,DRAW,MISC,0.158,0.116
R0001540,1,DRAW,MISC,0.216,0.1
R0001548,1,DRAW,TEXT,0.162,0.107
R0001855,1,DRAW,TEXT,0.134,0.117
R0001855,2,DRAW,MISC,0.14,0.114
R0001855,3,DRAW,LINE_HW,0.132,0.117
R0002398,1,TEXT,TEXT_TP,0.122,0.115
R0002398,2,TEXT_HW,TEXT,0.122,0.121
R0002476,1,DRAW,MISC,0.209,0.102
R0002488,8,DRAW,LINE_HW,0.133,0.117
R0002488,12,DRAW,TEXT,0.184,0.111
R0002488,32,DRAW,TEXT,0.187,0.107
R0002496,1,DRAW,TEXT_TP,0.188,0.105
R0003309,1,DRAW,TEXT,0.2,0.103
R0003315,1,DRAW,TEXT,0.189,0.106
R0003360,5,DRAW,TEXT,0.221,0.1
R0003360,7,DRAW,TEXT,0.217,0.1
R0003360,8,DRAW,TEXT,0.219,0.101
R0003687,70,DRAW,TEXT,0.162,0.111
R0003687,148,TEXT_HW,DRAW,0.127,0.124
R0003687,166,DRAW,TEXT,0.13,0.119
Z0000191,1,PHOTO,MISC,0.153,0.115
Z0000199,1,PHOTO,TEXT_TP,0.154,0.109
Z0000209,1,PHOTO,TEXT_TP,0.161,0.109
Z0000212,1,PHOTO,MISC,0.154,0.113
Z0000217,1,PHOTO,MISC,0.161,0.113
Z0000220,1,PHOTO,TEXT_TP,0.149,0.108
Z0000227,1,PHOTO,MISC,0.155,0.11
Z0000233,1,PHOTO,LINE_HW,0.143,0.109
Z0000235,1,PHOTO,MISC,0.158,0.11
Z0000249,1,PHOTO,MISC,0.16,0.109
Z0000251,1,PHOTO,TEXT_TP,0.164,0.109
Z0000252,1,PHOTO,MISC,0.151,0.111
Z0000254,1,PHOTO,MISC,0.136,0.115
Z0000264,1,PHOTO,MISC,0.16,0.108
Z0000266,1,PHOTO,TEXT,0.147,0.113
Z0000272,1,PHOTO,MISC,0.141,0.111
Z0000285,1,PHOTO,DRAW,0.147,0.109
Z0000286,1,PHOTO,MISC,0.149,0.112
Z0000289,1,PHOTO,TEXT_TP,0.171,0.107
Z0000291,1,PHOTO,TEXT,0.162,0.11
Z0000293,1,PHOTO,MISC,0.15,0.109
Z0000295,1,PHOTO,MISC,0.154,0.11
Z0000297,1,PHOTO,TEXT_TP,0.144,0.11
Z0000302,1,PHOTO,MISC,0.147,0.117
Z0000302,2,PHOTO,MISC,0.157,0.113
Z0000307,1,PHOTO,TEXT_HW,0.138,0.113
Z0000311,1,PHOTO,MISC,0.145,0.113
Z0000314,1,PHOTO,TEXT_TP,0.182,0.104
Z0000316,1,PHOTO,MISC,0.142,0.113
Z0000327,1,PHOTO,LINE_HW,0.158,0.107
Z0000329,1,PHOTO,LINE_HW,0.163,0.108
Z0000333,1,PHOTO,MISC,0.146,0.111
Z0000336,1,PHOTO,MISC,0.162,0.108
Z0000353,1,PHOTO,MISC,0.167,0.106
Z0000362,1,PHOTO,TEXT_HW,0.137,0.113
Z0000367,1,PHOTO,MISC,0.136,0.111
Z0000379,1,PHOTO,TEXT_TP,0.157,0.109
Z0000391,1,PHOTO,MISC,0.15,0.113
Z0000397,1,PHOTO,MISC,0.148,0.112
Z0000402,1,PHOTO,MISC,0.154,0.112
Z0000405,1,PHOTO,MISC,0.16,0.107
Z0000406,1,PHOTO,TEXT_TP,0.152,0.111
Z0000409,1,PHOTO,MISC,0.142,0.111
Z0000414,1,PHOTO,MISC,0.146,0.115
Z0000421,1,PHOTO,LINE_HW,0.152,0.11
Z0000422,1,PHOTO,MISC,0.125,0.114
Z0000426,1,PHOTO,MISC,0.139,0.112
Z0000428,1,PHOTO,MISC,0.152,0.114
Z0000432,1,PHOTO,MISC,0.147,0.113
Z0000437,1,PHOTO,MISC,0.171,0.106
