FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
A0043935,119,TEXT_HW,LINE_HW,TEXT,0.66,0.134,0.087
A0043935,178,TEXT_HW,LINE_HW,TEXT,0.664,0.099,0.096
A0043935,195,TEXT_HW,LINE_HW,TEXT,0.667,0.112,0.09
A0043935,200,TEXT_HW,LINE_HW,TEXT,0.547,0.189,0.101
A0043936,30,TEXT_HW,LINE_HW,TEXT,0.772,0.075,0.075
A0043936,51,TEXT_HW,LINE_HW,TEXT,0.528,0.149,0.123
A0043936,107,TEXT_HW,MISC,TEXT,0.483,0.192,0.111
A0043936,252,TEXT_HW,LINE_HW,MISC,0.617,0.118,0.096
A0043936,345,TEXT_HW,LINE_HW,MISC,0.517,0.176,0.123
A0043936,388,TEXT_HW,LINE_HW,TEXT,0.629,0.13,0.085
A0043937,25,TEXT_HW,MISC,LINE_HW,0.524,0.181,0.124
A0043937,38,TEXT_HW,LINE_HW,TEXT,0.748,0.095,0.067
A0043937,88,TEXT_HW,LINE_HW,TEXT,0.679,0.101,0.095
A0043937,145,TEXT_HW,TEXT,MISC,0.682,0.101,0.077
A0043937,230,TEXT_HW,TEXT,LINE_HW,0.61,0.103,0.096
A0043937,239,TEXT_HW,LINE_HW,TEXT,0.598,0.151,0.095
A0043937,316,TEXT_HW,TEXT,LINE_HW,0.64,0.126,0.084
A0043938,352,TEXT_HW,LINE_HW,MISC,0.531,0.228,0.101
A0043938,355,TEXT_HW,LINE_HW,MISC,0.567,0.196,0.09
A0043938,395,TEXT_HW,LINE_HW,MISC,0.508,0.218,0.11
A0043938,401,TEXT_HW,LINE_HW,MISC,0.51,0.219,0.094
A0043939,30,TEXT_HW,TEXT,LINE_HW,0.782,0.08,0.057
A0043939,46,TEXT_HW,TEXT,LINE_HW,0.807,0.073,0.055
A0043939,67,TEXT_HW,TEXT,LINE_HW,0.704,0.108,0.081
A0043939,72,TEXT_HW,TEXT,LINE_HW,0.819,0.074,0.044
A0043939,85,TEXT_HW,LINE_HW,TEXT,0.695,0.103,0.097
A0043939,97,TEXT_HW,TEXT,LINE_HW,0.78,0.085,0.048
A0043939,126,TEXT_HW,LINE_HW,TEXT,0.782,0.071,0.068
A0043939,139,TEXT_HW,TEXT,LINE_HW,0.753,0.087,0.064
A0054799,80,TEXT_HW,TEXT,LINE_HW,0.778,0.078,0.06
A0054799,112,TEXT_HW,LINE_HW,TEXT,0.688,0.112,0.085
A0054799,144,TEXT_HW,MISC,LINE_HW,0.548,0.152,0.124
A0054799,146,TEXT_HW,MISC,TEXT,0.566,0.148,0.13
A0054799,148,TEXT_HW,LINE_HW,TEXT,0.636,0.142,0.087
A0054799,208,TEXT_HW,LINE_HW,TEXT,0.73,0.09,0.058
A0054799,256,TEXT_HW,TEXT,LINE_HW,0.739,0.087,0.071
A0054799,293,TEXT_HW,LINE_HW,TEXT,0.675,0.121,0.086
A0054801,13,TEXT_HW,TEXT,MISC,0.758,0.106,0.045
A0054801,21,TEXT_HW,LINE_HW,TEXT,0.686,0.123,0.085
A0054801,35,TEXT_HW,TEXT,LINE_HW,0.823,0.07,0.037
A0054801,45,TEXT_HW,TEXT,LINE_HW,0.78,0.077,0.07
A0054801,54,TEXT_HW,LINE_HW,TEXT,0.747,0.104,0.065
A0054801,68,TEXT_HW,TEXT,LINE_HW,0.715,0.094,0.088
A0054801,111,TEXT_HW,TEXT,LINE_HW,0.777,0.077,0.07
A0054802,10,TEXT_HW,LINE_HW,TEXT,0.699,0.095,0.095
A0054802,23,TEXT_HW,TEXT,LINE_HW,0.739,0.106,0.06
A0054802,93,TEXT_HW,LINE_HW,TEXT,0.647,0.104,0.102
A0054802,111,TEXT_HW,LINE_HW,TEXT,0.725,0.089,0.079
A0054802,140,TEXT_HW,LINE_HW,TEXT,0.692,0.104,0.084
A0054802,169,TEXT_HW,TEXT,MISC,0.649,0.113,0.101
A0054802,179,TEXT_HW,MISC,LINE_HW,0.506,0.154,0.14
A0054802,182,TEXT_HW,TEXT,LINE_HW,0.726,0.111,0.064
A0054806,23,TEXT_HW,MISC,TEXT,0.666,0.107,0.094
A0054806,35,TEXT_HW,LINE_HW,TEXT,0.742,0.089,0.069
A0054806,57,TEXT_HW,LINE_HW,MISC,0.613,0.17,0.086
A0054806,64,TEXT_HW,LINE_HW,TEXT,0.759,0.085,0.064
A0054806,138,TEXT_HW,LINE_HW,TEXT,0.55,0.244,0.066
A0054806,155,TEXT_HW,LINE_HW,TEXT,0.66,0.108,0.087
A0054806,182,TEXT_HW,LINE_HW,TEXT,0.487,0.305,0.068
A0054806,220,TEXT_HW,LINE_HW,TEXT,0.683,0.103,0.072
A0054808,9,TEXT_HW,LINE_HW,TEXT,0.684,0.121,0.083
A0054808,45,TEXT_HW,LINE_HW,TEXT,0.708,0.1,0.078
A0054808,70,TEXT_HW,LINE_HW,MISC,0.659,0.134,0.081
A0054808,82,TEXT_HW,LINE_HW,TEXT,0.67,0.115,0.074
A0054808,91,TEXT_HW,LINE_HW,MISC,0.601,0.175,0.097
A0054808,105,TEXT_HW,LINE_HW,TEXT,0.666,0.185,0.051
A0054808,150,TEXT_HW,LINE_HW,TEXT,0.743,0.076,0.068
A0054810,44,TEXT_HW,LINE_HW,TEXT,0.782,0.073,0.066
A0054810,50,TEXT_HW,TEXT,LINE_HW,0.772,0.08,0.054
A0054810,63,TEXT_HW,LINE_HW,TEXT,0.524,0.247,0.072
A0054810,230,TEXT_HW,LINE_HW,TEXT,0.709,0.14,0.065
A0054810,255,TEXT_HW,TEXT,LINE_HW,0.78,0.074,0.052
A0054810,261,TEXT_HW,LINE_HW,TEXT,0.812,0.061,0.054
A0054810,280,TEXT_HW,LINE_HW,TEXT,0.77,0.07,0.065
A0054810,288,TEXT_HW,LINE_HW,TEXT,0.716,0.084,0.075
A0054812,38,TEXT_HW,LINE_HW,TEXT,0.672,0.128,0.094
A0054812,83,TEXT_HW,LINE_HW,TEXT,0.542,0.219,0.086
A0054812,96,TEXT_HW,LINE_HW,TEXT,0.694,0.098,0.078
A0054812,97,TEXT_HW,LINE_HW,TEXT,0.739,0.097,0.068
A0054812,108,TEXT_HW,LINE_HW,TEXT,0.737,0.11,0.062
A0054812,112,TEXT_HW,LINE_HW,MISC,0.467,0.283,0.079
A0054812,176,TEXT_HW,LINE_HW,TEXT,0.467,0.302,0.072
A0054815,11,TEXT_HW,TEXT,LINE_HW,0.803,0.064,0.063
A0054815,14,TEXT_HW,LINE_HW,TEXT,0.761,0.103,0.06
A0054815,75,TEXT_HW,LINE_HW,MISC,0.64,0.143,0.075
A0054815,136,TEXT_HW,LINE_HW,MISC,0.571,0.21,0.08
A0054815,146,TEXT_HW,LINE_HW,MISC,0.674,0.121,0.074
A0054815,204,TEXT_HW,TEXT,LINE_HW,0.768,0.069,0.066
A0054815,210,TEXT_HW,LINE_HW,TEXT,0.631,0.15,0.085
A0054816,33,TEXT_HW,LINE_HW,MISC,0.663,0.107,0.074
A0054816,35,TEXT_HW,LINE_HW,MISC,0.591,0.154,0.084
A0054816,38,TEXT_HW,MISC,LINE_HW,0.559,0.135,0.127
A0054816,80,TEXT_HW,LINE_HW,TEXT,0.724,0.092,0.074
A0054816,111,TEXT_HW,TEXT,LINE_HW,0.8,0.061,0.059
A0054816,124,TEXT_HW,LINE_HW,MISC,0.543,0.206,0.079
A0054816,194,LINE_HW,TEXT_HW,MISC,0.411,0.273,0.133
A0054816,215,TEXT_HW,LINE_HW,MISC,0.488,0.223,0.111
A0054823,37,TEXT_HW,LINE_HW,TEXT,0.554,0.159,0.107
A0054823,59,TEXT_HW,LINE_HW,MISC,0.312,0.228,0.208
A0054823,99,TEXT_HW,TEXT,MISC,0.591,0.136,0.122
A0054823,124,TEXT_HW,TEXT,LINE_HW,0.6,0.118,0.104
A0054823,126,TEXT_HW,LINE_HW,MISC,0.351,0.31,0.153
A0054823,288,TEXT_HW,MISC,TEXT,0.501,0.146,0.141
A0054823,339,TEXT_HW,LINE_HW,MISC,0.448,0.176,0.17
A0054823,344,TEXT_HW,MISC,TEXT,0.545,0.142,0.128
A0054825,31,TEXT_HW,LINE_HW,MISC,0.656,0.151,0.072
A0054825,41,TEXT_HW,TEXT,LINE_HW,0.74,0.078,0.07
A0054825,80,TEXT_HW,MISC,LINE_HW,0.544,0.169,0.14
A0054825,173,TEXT_HW,LINE_HW,TEXT,0.682,0.134,0.066
A0054825,186,TEXT_HW,LINE_HW,TEXT,0.667,0.14,0.081
A0054825,270,TEXT_HW,LINE_HW,MISC,0.655,0.112,0.082
A0054825,274,TEXT_HW,LINE_HW,TEXT,0.708,0.109,0.07
A0054825,324,TEXT_HW,LINE_HW,TEXT,0.716,0.101,0.068
A0054828,13,TEXT_HW,LINE_HW,TEXT,0.719,0.094,0.084
A0054828,231,TEXT_HW,LINE_HW,TEXT,0.558,0.222,0.069
A0054828,240,TEXT_HW,LINE_HW,TEXT,0.658,0.109,0.086
A0054828,315,TEXT_HW,LINE_HW,MISC,0.535,0.182,0.131
A0054828,466,TEXT_HW,LINE_HW,LINE_MIX,0.528,0.234,0.071
A0054828,590,TEXT_HW,LINE_HW,MISC,0.616,0.163,0.091
A0054828,707,TEXT_HW,LINE_HW,MISC,0.497,0.258,0.107
A0054828,924,TEXT_HW,LINE_HW,MISC,0.467,0.201,0.132
A0054831,66,TEXT_HW,MISC,LINE_HW,0.526,0.155,0.148
A0054831,126,TEXT_HW,LINE_HW,TEXT,0.639,0.126,0.086
A0054831,270,TEXT_HW,LINE_HW,TEXT,0.661,0.147,0.071
A0054831,291,TEXT_HW,TEXT,LINE_HW,0.779,0.067,0.061
A0054831,315,TEXT_HW,MISC,LINE_HW,0.62,0.113,0.111
A0054831,340,TEXT_HW,LINE_HW,MISC,0.657,0.122,0.089
A0054831,387,TEXT_HW,TEXT,MISC,0.784,0.071,0.049
A0054831,395,TEXT_HW,MISC,LINE_HW,0.574,0.15,0.108
A0054832,91,TEXT_HW,LINE_HW,MISC,0.608,0.132,0.104
A0054832,178,TEXT_HW,LINE_HW,MISC,0.391,0.334,0.099
A0054832,187,TEXT_HW,MISC,LINE_HW,0.535,0.144,0.131
A0054832,228,TEXT_HW,LINE_HW,MISC,0.493,0.193,0.137
A0054832,248,TEXT_HW,LINE_HW,TEXT,0.651,0.162,0.074
A0054832,288,TEXT_HW,LINE_HW,MISC,0.379,0.286,0.135
A0054832,372,LINE_HW,MISC,TEXT_HW,0.304,0.268,0.203
A0054832,515,TEXT_HW,LINE_HW,MISC,0.501,0.173,0.168
A0054834,65,TEXT_HW,LINE_HW,MISC,0.419,0.326,0.093
A0054834,121,TEXT_HW,LINE_HW,MISC,0.581,0.189,0.098
A0054834,178,TEXT_HW,LINE_HW,TEXT,0.681,0.126,0.066
A0054834,259,TEXT_HW,LINE_HW,TEXT,0.815,0.059,0.052
A0054834,337,TEXT_HW,MISC,LINE_HW,0.692,0.089,0.08
A0054834,349,TEXT_HW,MISC,LINE_HW,0.427,0.205,0.134
A0054834,524,TEXT_HW,LINE_HW,MISC,0.614,0.112,0.073
A0054838,59,TEXT_HW,LINE_HW,MISC,0.528,0.191,0.098
A0054838,68,LINE_HW,MISC,TEXT_HW,0.444,0.179,0.169
A0054838,138,LINE_HW,TEXT_HW,MISC,0.365,0.293,0.139
A0054838,298,TEXT_HW,LINE_HW,TEXT,0.723,0.084,0.065
A0054838,309,TEXT_HW,LINE_HW,MISC,0.693,0.119,0.073
A0054838,408,TEXT_HW,LINE_HW,TEXT,0.717,0.078,0.066
A0054838,427,TEXT_HW,LINE_HW,MISC,0.575,0.17,0.078
A0054838,553,TEXT_HW,LINE_HW,MISC,0.687,0.135,0.053
A0054840,164,TEXT_HW,TEXT,LINE_HW,0.681,0.097,0.085
A0054840,334,TEXT_HW,LINE_HW,MISC,0.582,0.175,0.079
A0054840,347,TEXT_HW,LINE_HW,MISC,0.459,0.238,0.122
A0054840,531,TEXT_HW,LINE_HW,MISC,0.548,0.195,0.085
A0054840,612,TEXT_HW,LINE_HW,TEXT,0.612,0.178,0.071
A0054840,809,TEXT_HW,LINE_HW,TEXT,0.744,0.084,0.069
A0054840,915,TEXT_HW,LINE_HW,MISC,0.586,0.252,0.062
A0054840,1065,TEXT_HW,LINE_HW,LINE_MIX,0.495,0.282,0.071
A0054841,88,LINE_HW,TEXT_HW,LINE_MIX,0.432,0.347,0.065
A0054841,176,TEXT_HW,LINE_HW,TEXT,0.561,0.206,0.081
A0054841,261,TEXT_HW,LINE_HW,TEXT,0.709,0.109,0.072
A0054841,351,TEXT_HW,LINE_HW,MISC,0.618,0.147,0.09
A0054841,357,TEXT_HW,LINE_HW,MISC,0.651,0.113,0.091
A0054841,706,TEXT_HW,LINE_HW,TEXT,0.787,0.102,0.042
A0054841,713,TEXT_HW,LINE_HW,TEXT,0.698,0.114,0.074
A0054841,826,TEXT_HW,TEXT,MISC,0.708,0.087,0.079
A0054843,17,TEXT_HW,LINE_HW,TEXT,0.639,0.177,0.072
A0054843,177,TEXT_HW,LINE_HW,TEXT,0.776,0.073,0.072
A0054843,299,TEXT_HW,LINE_HW,TEXT,0.74,0.1,0.061
A0054843,345,TEXT_HW,LINE_HW,TEXT,0.726,0.111,0.067
A0054843,610,TEXT_HW,LINE_HW,TEXT,0.724,0.111,0.071
A0054843,619,TEXT_HW,LINE_HW,TEXT,0.823,0.061,0.042
A0054843,719,TEXT_HW,LINE_HW,TEXT,0.853,0.041,0.041
A0054844,18,TEXT_HW,LINE_HW,TEXT,0.59,0.186,0.08
A0054844,86,TEXT_HW,LINE_HW,MISC,0.541,0.212,0.088
A0054844,256,TEXT_HW,LINE_HW,MISC,0.624,0.146,0.096
A0054844,345,TEXT_HW,LINE_HW,MISC,0.659,0.14,0.081
A0054844,371,TEXT_HW,LINE_HW,MISC,0.687,0.102,0.086
A0054844,553,TEXT_HW,LINE_HW,TEXT,0.759,0.097,0.052
A0054844,737,TEXT_HW,LINE_HW,MISC,0.636,0.121,0.101
A0054846,75,TEXT_HW,LINE_HW,MISC,0.562,0.156,0.114
A0054846,200,TEXT_HW,LINE_HW,MISC,0.634,0.168,0.07
A0054846,236,TEXT_HW,LINE_HW,MISC,0.483,0.235,0.115
A0054846,259,LINE_HW,TEXT_HW,MISC,0.414,0.365,0.071
A0054846,275,TEXT_HW,LINE_HW,TEXT,0.628,0.164,0.079
A0054846,422,TEXT_HW,LINE_HW,MISC,0.475,0.198,0.145
A0054846,583,TEXT_HW,LINE_HW,TEXT,0.737,0.095,0.068
A0054846,643,TEXT_HW,MISC,LINE_HW,0.554,0.152,0.095
A0054847,28,TEXT_HW,LINE_HW,TEXT,0.654,0.137,0.083
A0054847,38,TEXT_HW,LINE_HW,MISC,0.547,0.201,0.087
A0054847,61,TEXT_HW,LINE_HW,TEXT,0.636,0.188,0.065
A0054847,130,TEXT_HW,LINE_HW,TEXT,0.748,0.087,0.072
A0054847,304,TEXT_HW,LINE_HW,MISC,0.57,0.237,0.078
A0054847,394,TEXT_HW,LINE_HW,MISC,0.609,0.116,0.114
A0054847,447,TEXT_HW,LINE_HW,TEXT,0.661,0.152,0.069
A0054847,578,TEXT_HW,LINE_HW,TEXT,0.782,0.069,0.064
A0056930,130,LINE_HW,LINE_TP,LINE_MIX,0.672,0.12,0.072
A0056930,199,LINE_HW,LINE_TP,LINE_MIX,0.541,0.108,0.106
A0056939,166,LINE_HW,LINE_MIX,TEXT_HW,0.672,0.073,0.065
A0056985,336,LINE_HW,LINE_TP,LINE_MIX,0.708,0.082,0.076
A0060185,3,TEXT_HW,MISC,TEXT,0.45,0.249,0.127
A0060185,8,TEXT_HW,LINE_HW,MISC,0.328,0.276,0.208
A0060185,11,TEXT_HW,MISC,LINE_HW,0.381,0.217,0.18
A0060185,12,TEXT_HW,LINE_HW,MISC,0.409,0.241,0.206
A0060185,14,TEXT_HW,LINE_HW,MISC,0.637,0.129,0.114
A0060186,17,TEXT_HW,TEXT,MISC,0.781,0.095,0.052
A0060186,18,TEXT_HW,LINE_HW,TEXT,0.665,0.131,0.082
A0060186,25,TEXT_HW,LINE_HW,TEXT,0.696,0.107,0.072
A0060186,29,TEXT_HW,MISC,LINE_HW,0.482,0.221,0.122
A0060186,31,TEXT_HW,LINE_HW,MISC,0.71,0.083,0.083
A0060186,34,TEXT_HW,LINE_HW,TEXT,0.634,0.129,0.104
A0060186,40,TEXT_HW,TEXT,LINE_HW,0.71,0.101,0.077
A0060187,21,MISC,TEXT_HW,LINE_HW,0.35,0.34,0.121
A0060187,25,TEXT_HW,LINE_HW,MISC,0.689,0.099,0.092
A0060187,50,TEXT_HW,MISC,LINE_HW,0.431,0.224,0.149
A0060187,51,TEXT_HW,MISC,LINE_HW,0.474,0.207,0.129
A0060187,67,TEXT_HW,MISC,LINE_HW,0.562,0.188,0.101
A0060187,73,TEXT_HW,MISC,LINE_HW,0.744,0.09,0.066
A0060188,3,TEXT_HW,LINE_HW,MISC,0.513,0.145,0.122
A0060188,16,TEXT_HW,LINE_HW,MISC,0.52,0.204,0.101
A0060189,3,TEXT_HW,MISC,PHOTO,0.384,0.179,0.17
A0060189,10,TEXT_HW,TEXT,LINE_HW,0.802,0.07,0.043
A0060189,13,TEXT_HW,MISC,LINE_HW,0.512,0.185,0.144
A0060189,15,TEXT_HW,MISC,TEXT,0.584,0.143,0.132
A0060189,17,TEXT_HW,TEXT,LINE_HW,0.775,0.097,0.047
A0060190,7,TEXT_HW,LINE_HW,TEXT,0.546,0.207,0.077
A0060190,10,TEXT_HW,LINE_HW,TEXT,0.475,0.262,0.088
A0060190,18,TEXT_HW,LINE_HW,MISC,0.569,0.168,0.099
A0060190,24,TEXT_HW,LINE_HW,TEXT,0.624,0.146,0.1
A0060190,62,TEXT_HW,MISC,LINE_HW,0.609,0.13,0.126
A0060190,101,TEXT_HW,MISC,TEXT,0.65,0.134,0.088
A0060191,3,TEXT_HW,MISC,TEXT,0.482,0.262,0.099
A0060191,4,TEXT_HW,LINE_HW,TEXT,0.65,0.097,0.094
A0060191,9,TEXT_HW,TEXT,LINE_HW,0.663,0.103,0.069
A0060191,10,TEXT_HW,LINE_HW,TEXT,0.718,0.091,0.072
A0060191,11,TEXT_HW,LINE_HW,TEXT,0.578,0.158,0.093
A0060191,13,TEXT_HW,MISC,TEXT,0.65,0.095,0.095
A0060192,50,TEXT_HW,LINE_HW,MISC,0.628,0.164,0.074
A0060193,43,TEXT_HW,LINE_HW,TEXT,0.69,0.111,0.08
A0060194,3,TEXT_HW,LINE_HW,MISC,0.568,0.168,0.123
A0060194,7,TEXT_HW,LINE_HW,TEXT,0.703,0.134,0.062
A0060195,4,TEXT_HW,MISC,LINE_HW,0.624,0.117,0.105
A0060195,15,TEXT_HW,LINE_HW,TEXT,0.661,0.134,0.077
A0060195,16,TEXT_HW,LINE_HW,MISC,0.689,0.084,0.082
A0060195,22,TEXT_HW,TEXT,MISC,0.777,0.075,0.056
A0060195,25,TEXT_HW,TEXT,LINE_HW,0.746,0.08,0.063
A0060195,29,TEXT_HW,LINE_HW,TEXT,0.74,0.094,0.069
A0060195,34,TEXT_HW,TEXT,LINE_HW,0.78,0.077,0.051
A0060196,5,TEXT_HW,LINE_HW,TEXT,0.539,0.181,0.1
A0060196,6,TEXT_HW,LINE_HW,TEXT,0.592,0.12,0.117
A0060196,12,TEXT_HW,LINE_HW,MISC,0.452,0.266,0.084
A0060196,14,TEXT_HW,LINE_HW,MISC,0.653,0.125,0.094
A0060196,15,TEXT_HW,MISC,LINE_HW,0.376,0.225,0.157
A0060196,19,TEXT_HW,LINE_HW,MISC,0.447,0.192,0.175
A0060196,20,TEXT_HW,MISC,PHOTO,0.412,0.228,0.128
A0060196,22,TEXT_HW,MISC,LINE_HW,0.486,0.209,0.114
A0060197,11,TEXT_HW,LINE_HW,MISC,0.524,0.264,0.08
A0060197,15,TEXT_HW,LINE_HW,MISC,0.563,0.177,0.096
A0060197,16,TEXT_HW,LINE_HW,MISC,0.525,0.256,0.078
A0060197,20,TEXT_HW,LINE_HW,MISC,0.427,0.354,0.068
A0060197,28,TEXT_HW,LINE_HW,MISC,0.566,0.236,0.072
A0060197,31,TEXT_HW,LINE_HW,MISC,0.487,0.245,0.109
A0060198,17,TEXT_HW,LINE_HW,MISC,0.652,0.117,0.106
A0060198,57,TEXT_HW,MISC,LINE_HW,0.685,0.115,0.093
A0060199,8,TEXT_HW,LINE_HW,LINE_MIX,0.486,0.304,0.055
A0060199,22,TEXT_HW,LINE_HW,TEXT,0.696,0.141,0.05
A0060199,25,TEXT_HW,LINE_HW,TEXT,0.684,0.131,0.06
A0060199,27,TEXT_HW,LINE_HW,TEXT,0.666,0.107,0.078
A0068109,243,PHOTO,DRAW,MISC,0.384,0.276,0.176
A0068144,208,TEXT_HW,MISC,PHOTO,0.204,0.204,0.175
A0068144,721,TEXT_HW,MISC,LINE_HW,0.565,0.154,0.101
A0076300,100,TEXT_HW,TEXT,MISC,0.532,0.121,0.115
A0076300,291,TEXT_HW,MISC,TEXT,0.465,0.171,0.105
H0000610,5,TEXT_HW,LINE_HW,MISC,0.426,0.42,0.055
H0000642,165,TEXT_HW,MISC,TEXT,0.445,0.188,0.079
H0000642,225,TEXT_HW,MISC,LINE_HW,0.407,0.214,0.098
H0000650,172,TEXT_HW,PHOTO,MISC,0.337,0.307,0.136
H0000792,5,TEXT_HW,MISC,TEXT,0.325,0.305,0.142
H0000792,570,TEXT_HW,MISC,LINE_HW,0.343,0.236,0.162
H0000793,398,PHOTO,TEXT_HW,MISC,0.31,0.27,0.197
H0000793,432,TEXT_HW,PHOTO,LINE_HW,0.363,0.21,0.134
H0001029,136,TEXT_HW,MISC,LINE_HW,0.328,0.323,0.139
H0001029,463,TEXT_HW,MISC,LINE_HW,0.43,0.223,0.093
H0001032,546,PHOTO,MISC,TEXT_HW,0.274,0.253,0.22
H0001035,290,TEXT_HW,MISC,LINE_HW,0.312,0.302,0.14
H0001038,129,TEXT_HW,LINE_HW,TEXT,0.466,0.149,0.142
H0001039,283,TEXT_HW,MISC,TEXT,0.729,0.074,0.062
H0001039,310,TEXT_HW,LINE_HW,MISC,0.363,0.253,0.185
H0002045,237,LINE_HW,TEXT_HW,TEXT,0.397,0.233,0.079
H0002046,169,TEXT_HW,MISC,LINE_HW,0.46,0.186,0.088
H0002046,186,LINE_HW,TEXT_HW,LINE_MIX,0.561,0.174,0.071
H0002047,117,MISC,PHOTO,TEXT_HW,0.511,0.234,0.094
H0002048,588,TEXT_HW,MISC,LINE_HW,0.506,0.162,0.122
H0002054,97,LINE_HW,TEXT_HW,MISC,0.354,0.298,0.087
L0000131,101,TEXT_HW,TEXT,TEXT_TP,0.742,0.072,0.055
L0000195,8,LINE_HW,LINE_MIX,LINE_TP,0.769,0.107,0.045
L0000199,37,TEXT_HW,LINE_HW,TEXT,0.406,0.279,0.108
L0000199,66,TEXT_HW,LINE_HW,TEXT,0.68,0.13,0.069
L0000199,136,LINE_HW,TEXT_HW,MISC,0.444,0.296,0.086
L0000199,246,TEXT_HW,LINE_HW,MISC,0.354,0.338,0.139
R0000430,36,TEXT_HW,LINE_HW,MISC,0.475,0.258,0.134
R0000430,93,TEXT_HW,MISC,LINE_HW,0.511,0.23,0.118
R0000431,48,LINE_HW,TEXT_HW,MISC,0.398,0.3,0.125
R0001210,11,MISC,TEXT_HW,PHOTO,0.255,0.243,0.159
R0001234,56,TEXT_HW,MISC,LINE_HW,0.75,0.083,0.067
R0003319,2,DRAW,TEXT_HW,MISC,0.601,0.126,0.083
R0003375,249,LINE_HW,TEXT_HW,LINE_MIX,0.543,0.223,0.123
R0003389,55,TEXT_HW,TEXT,MISC,0.7,0.111,0.061
R0003389,170,TEXT_HW,TEXT,MISC,0.695,0.123,0.077
R0003392,53,TEXT_HW,MISC,LINE_HW,0.307,0.232,0.228
U0000011,133,TEXT_HW,LINE_HW,TEXT,0.638,0.13,0.081
U0000011,182,TEXT_HW,LINE_HW,TEXT,0.516,0.236,0.087
U0000011,370,TEXT_HW,TEXT,LINE_HW,0.74,0.073,0.069
U0000011,425,TEXT_HW,LINE_HW,MISC,0.498,0.235,0.095
U0000011,473,TEXT_HW,LINE_HW,TEXT,0.64,0.113,0.092
U0000057,119,TEXT_HW,LINE_HW,TEXT,0.512,0.227,0.085
U0000057,208,TEXT_HW,MISC,TEXT,0.588,0.123,0.112
U0000064,83,TEXT_HW,LINE_HW,MISC,0.428,0.313,0.087
U0000064,268,TEXT_HW,LINE_HW,MISC,0.484,0.15,0.137
U0000064,304,LINE_HW,TEXT_HW,LINE_MIX,0.348,0.337,0.101
U0000064,326,TEXT_HW,LINE_HW,LINE_MIX,0.467,0.283,0.073
U0000193,123,LINE_HW,TEXT_HW,LINE_MIX,0.507,0.263,0.072
U0000193,237,LINE_HW,LINE_MIX,TEXT_HW,0.684,0.131,0.086
U0000193,272,LINE_HW,LINE_MIX,TEXT_HW,0.664,0.105,0.091
U0000193,393,LINE_HW,TEXT_HW,LINE_MIX,0.676,0.117,0.079
U0000229,69,TEXT_HW,TEXT,LINE_HW,0.788,0.081,0.042
U0000229,127,TEXT_HW,LINE_HW,TEXT,0.527,0.153,0.123
U0000229,196,TEXT_HW,LINE_HW,TEXT,0.565,0.178,0.092
U0000229,300,TEXT_HW,TEXT,MISC,0.741,0.11,0.057
U0000234,197,TEXT_HW,MISC,TEXT,0.508,0.165,0.141
U0000236,116,TEXT_HW,LINE_HW,MISC,0.39,0.323,0.143
U0000236,196,LINE_HW,TEXT_HW,LINE_MIX,0.456,0.355,0.059
U0000236,420,TEXT_HW,LINE_HW,MISC,0.694,0.112,0.067
U0000236,621,TEXT_HW,LINE_HW,TEXT,0.563,0.22,0.084
U0000237,22,LINE_HW,TEXT_HW,MISC,0.372,0.36,0.078
U0000237,175,TEXT_HW,LINE_HW,TEXT,0.722,0.096,0.075
U0000237,196,LINE_HW,TEXT_HW,LINE_MIX,0.522,0.198,0.091
V0000219,122,TEXT_HW,LINE_HW,TEXT,0.786,0.069,0.069
V0000219,138,TEXT_HW,TEXT,LINE_HW,0.748,0.089,0.078
V0000219,155,TEXT_HW,TEXT,LINE_HW,0.764,0.079,0.052
V0000219,245,TEXT_HW,TEXT,LINE_HW,0.741,0.097,0.062
V0000219,300,TEXT_HW,LINE_HW,TEXT,0.717,0.099,0.067
A0060199,30,TEXT_HW,LINE_HW,TEXT,0.696,0.093,0.073
A0060199,32,TEXT_HW,LINE_HW,TEXT,0.688,0.147,0.062
A0060199,39,TEXT_HW,LINE_HW,MISC,0.573,0.164,0.103
A0060200,25,TEXT_HW,LINE_HW,MISC,0.572,0.149,0.089
A0060200,78,TEXT_HW,MISC,TEXT,0.583,0.115,0.105
A0060200,296,TEXT_HW,LINE_HW,MISC,0.451,0.194,0.174
A0060200,448,TEXT_HW,LINE_HW,MISC,0.337,0.258,0.175
A0060200,462,TEXT_HW,LINE_HW,MISC,0.487,0.185,0.158
A0060202,118,TEXT_HW,LINE_HW,TEXT,0.67,0.103,0.084
A0060202,255,TEXT_HW,LINE_HW,TEXT,0.636,0.111,0.111
A0060202,445,TEXT_HW,LINE_HW,LINE_MIX,0.587,0.16,0.096
A0060202,553,TEXT_HW,TEXT,LINE_HW,0.631,0.11,0.094
A0060202,750,TEXT_HW,TEXT,LINE_HW,0.762,0.069,0.06
A0060202,757,TEXT_HW,LINE_HW,TEXT,0.683,0.097,0.088
A0060203,411,TEXT_HW,LINE_HW,TEXT,0.766,0.086,0.063
A0060203,446,TEXT_HW,LINE_HW,TEXT,0.677,0.107,0.101
A0060203,450,TEXT_HW,TEXT,LINE_HW,0.752,0.096,0.048
A0060203,592,TEXT_HW,LINE_HW,TEXT,0.592,0.15,0.097
