FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
A0060208,51,TEXT_HW,TEXT,LINE_HW,0.668,0.107,0.101
A0060208,114,TEXT_HW,LINE_HW,TEXT,0.511,0.182,0.136
A0060208,183,TEXT_HW,LINE_HW,TEXT,0.526,0.188,0.121
A0060208,219,TEXT_HW,LINE_HW,TEXT,0.543,0.176,0.117
A0060208,242,TEXT_HW,LINE_HW,TEXT,0.608,0.164,0.092
A0060208,256,TEXT_HW,LINE_HW,TEXT,0.556,0.154,0.103
A0060208,287,TEXT_HW,LINE_HW,TEXT,0.635,0.182,0.061
A0060208,309,TEXT_HW,LINE_HW,MISC,0.512,0.174,0.118
A0060209,27,TEXT_HW,TEXT,MISC,0.668,0.118,0.072
A0060209,62,TEXT_HW,LINE_HW,TEXT,0.634,0.16,0.075
A0060209,114,TEXT_HW,MISC,LINE_HW,0.436,0.188,0.148
A0060209,439,TEXT_HW,LINE_HW,MISC,0.424,0.301,0.095
A0060209,442,TEXT_HW,TEXT,LINE_HW,0.807,0.084,0.04
A0060209,461,MISC,TEXT_HW,LINE_HW,0.416,0.277,0.135
A0065848,78,TEXT_HW,LINE_HW,MISC,0.637,0.127,0.086
A0065848,118,TEXT_HW,TEXT,TEXT_TP,0.812,0.066,0.034
A0065848,191,TEXT_HW,LINE_HW,TEXT,0.615,0.219,0.062
A0065848,234,TEXT_HW,LINE_HW,MISC,0.626,0.171,0.085
A0065848,242,TEXT_HW,LINE_HW,MISC,0.546,0.189,0.086
A0065848,276,TEXT_HW,MISC,LINE_HW,0.552,0.156,0.1
A0065848,289,TEXT_HW,LINE_HW,MISC,0.404,0.32,0.083
A0065850,153,TEXT_HW,LINE_HW,MISC,0.437,0.223,0.149
A0065850,155,TEXT_HW,LINE_HW,MISC,0.554,0.221,0.081
A0065850,203,TEXT_HW,LINE_HW,TEXT,0.653,0.163,0.067
A0065850,219,TEXT_HW,MISC,LINE_HW,0.548,0.147,0.117
A0065850,233,TEXT_HW,LINE_HW,MISC,0.536,0.2,0.114
A0065850,260,TEXT_HW,LINE_HW,MISC,0.439,0.207,0.186
A0065850,317,TEXT_HW,MISC,LINE_HW,0.491,0.202,0.162
A0065850,344,TEXT_HW,MISC,TEXT,0.59,0.191,0.074
A0065851,96,TEXT_HW,LINE_HW,MISC,0.515,0.195,0.13
A0065851,150,TEXT_HW,TEXT,LINE_HW,0.822,0.06,0.042
A0065851,174,LINE_HW,TEXT_HW,MISC,0.403,0.345,0.086
A0065851,178,TEXT_HW,MISC,PHOTO,0.568,0.179,0.091
A0065851,223,TEXT_HW,LINE_HW,MISC,0.575,0.247,0.053
A0065851,277,TEXT_HW,PHOTO,MISC,0.464,0.203,0.155
A0065856,36,TEXT_HW,TEXT,MISC,0.711,0.079,0.075
A0065856,53,TEXT_HW,LINE_HW,MISC,0.671,0.126,0.071
A0065856,81,TEXT_HW,LINE_HW,MISC,0.681,0.109,0.083
A0065856,98,TEXT_HW,LINE_HW,MISC,0.668,0.12,0.081
A0065856,114,TEXT_HW,LINE_HW,MISC,0.687,0.114,0.082
A0065856,164,TEXT_HW,LINE_HW,MISC,0.642,0.13,0.083
A0065856,274,TEXT_HW,TEXT,MISC,0.784,0.063,0.051
A0065856,318,TEXT_HW,LINE_HW,MISC,0.551,0.158,0.117
A0065859,68,TEXT_HW,LINE_HW,TEXT,0.676,0.137,0.074
A0065859,73,TEXT_HW,LINE_HW,TEXT,0.678,0.169,0.057
A0065859,163,TEXT_HW,LINE_HW,MISC,0.571,0.149,0.114
A0065859,311,TEXT_HW,LINE_HW,TEXT,0.774,0.08,0.061
A0065859,523,TEXT_HW,TEXT,LINE_HW,0.848,0.072,0.029
A0065859,551,TEXT_HW,TEXT,LINE_HW,0.817,0.069,0.045
A0065859,566,TEXT_HW,LINE_HW,TEXT,0.711,0.104,0.093
A0065859,622,TEXT_HW,LINE_HW,MISC,0.618,0.147,0.079
A0065869,10,TEXT_HW,LINE_HW,TEXT,0.735,0.126,0.057
A0065869,15,TEXT_HW,LINE_HW,TEXT,0.755,0.099,0.067
A0065869,87,TEXT_HW,TEXT,LINE_HW,0.826,0.059,0.05
A0065869,119,TEXT_HW,TEXT,LINE_HW,0.829,0.07,0.041
A0065869,153,TEXT_HW,TEXT,LINE_HW,0.841,0.06,0.036
A0065869,185,TEXT_HW,LINE_HW,TEXT,0.774,0.091,0.066
A0065869,193,TEXT_HW,TEXT,LINE_HW,0.811,0.069,0.049
A0065869,211,TEXT_HW,TEXT,LINE_HW,0.748,0.079,0.057
A0065870,137,TEXT_HW,LINE_HW,TEXT,0.644,0.114,0.093
A0065870,187,TEXT_HW,LINE_HW,MISC,0.566,0.236,0.07
A0065870,221,TEXT_HW,LINE_HW,TEXT,0.669,0.14,0.073
A0065870,256,TEXT_HW,LINE_HW,TEXT,0.798,0.079,0.053
A0065870,265,TEXT_HW,TEXT,LINE_HW,0.735,0.079,0.077
A0065870,267,TEXT_HW,LINE_HW,MISC,0.651,0.105,0.1
A0065870,282,TEXT_HW,LINE_HW,TEXT,0.724,0.118,0.064
A0065870,310,LINE_HW,TEXT_HW,MISC,0.565,0.154,0.088
A0065874,24,TEXT_HW,TEXT,LINE_HW,0.762,0.078,0.051
A0065874,58,TEXT_HW,LINE_HW,TEXT,0.696,0.187,0.038
A0065874,59,TEXT_HW,LINE_HW,TEXT,0.819,0.067,0.052
A0065874,133,TEXT_HW,LINE_HW,TEXT,0.718,0.146,0.055
A0065874,189,TEXT_HW,LINE_HW,MISC,0.38,0.346,0.111
A0065874,198,TEXT_HW,LINE_HW,MISC,0.435,0.225,0.139
A0065874,204,TEXT_HW,LINE_HW,MISC,0.438,0.274,0.096
A0065874,232,TEXT_HW,LINE_HW,TEXT,0.706,0.102,0.071
A0065876,48,TEXT_HW,LINE_HW,MISC,0.753,0.07,0.062
A0065876,79,TEXT_HW,MISC,TEXT,0.658,0.124,0.084
A0065876,145,TEXT_HW,LINE_HW,MISC,0.661,0.119,0.089
A0065876,146,TEXT_HW,LINE_HW,TEXT,0.664,0.131,0.068
A0065876,275,TEXT_HW,LINE_HW,TEXT,0.72,0.087,0.065
A0065876,437,TEXT_HW,TEXT,LINE_HW,0.715,0.083,0.078
A0065876,443,LINE_HW,TEXT_HW,MISC,0.392,0.357,0.092
A0065876,496,TEXT_HW,LINE_HW,TEXT,0.779,0.085,0.056
A0065877,6,TEXT_HW,LINE_HW,MISC,0.575,0.175,0.124
A0065877,12,TEXT_HW,MISC,LINE_HW,0.462,0.19,0.184
A0065877,16,TEXT_HW,LINE_HW,MISC,0.55,0.202,0.099
A0065877,20,TEXT_HW,LINE_HW,MISC,0.69,0.128,0.073
A0065877,36,TEXT_HW,LINE_HW,MISC,0.656,0.114,0.101
A0065877,178,TEXT_HW,LINE_HW,MISC,0.634,0.107,0.1
A0065877,208,TEXT_HW,LINE_HW,TEXT,0.647,0.124,0.085
A0065882,9,TEXT_HW,TEXT,LINE_HW,0.828,0.055,0.043
A0065882,32,TEXT_HW,TEXT,LINE_HW,0.79,0.067,0.057
A0065882,134,TEXT_HW,LINE_HW,MISC,0.741,0.108,0.045
A0065882,181,TEXT_HW,LINE_HW,MISC,0.673,0.157,0.053
A0065882,220,TEXT_HW,LINE_HW,TEXT,0.831,0.067,0.041
A0065882,265,TEXT_HW,TEXT,MISC,0.758,0.088,0.049
A0065882,342,TEXT_HW,LINE_HW,TEXT,0.76,0.111,0.056
A0065882,382,TEXT_HW,LINE_HW,TEXT,0.571,0.18,0.076
A0065889,138,TEXT_HW,LINE_HW,MISC,0.643,0.15,0.058
A0065889,205,TEXT_HW,LINE_HW,TEXT,0.829,0.045,0.042
A0065889,208,TEXT_HW,LINE_HW,LINE_MIX,0.484,0.276,0.08
A0065889,295,TEXT_HW,LINE_HW,TEXT,0.799,0.087,0.053
A0065889,315,TEXT_HW,LINE_HW,TEXT,0.729,0.09,0.078
A0065889,327,TEXT_HW,TEXT,LINE_HW,0.832,0.052,0.049
A0065889,363,TEXT_HW,LINE_HW,TEXT,0.838,0.048,0.042
A0065889,386,TEXT_HW,MISC,LINE_HW,0.38,0.206,0.161
A0065890,5,TEXT_HW,LINE_HW,MISC,0.347,0.316,0.111
A0065890,77,TEXT_HW,LINE_HW,TEXT,0.73,0.099,0.06
A0065890,119,LINE_HW,TEXT_HW,LINE_MIX,0.503,0.245,0.083
A0065890,162,TEXT_HW,LINE_HW,TEXT,0.752,0.079,0.064
A0065890,221,TEXT_HW,TEXT,LINE_HW,0.871,0.036,0.032
A0065890,284,TEXT_HW,MISC,TEXT,0.686,0.085,0.077
A0065890,307,TEXT_HW,LINE_HW,LINE_MIX,0.461,0.327,0.066
A0065894,22,TEXT_HW,MISC,PHOTO,0.467,0.149,0.109
A0065894,23,TEXT_HW,LINE_HW,MISC,0.469,0.198,0.128
A0065894,33,TEXT_HW,LINE_HW,MISC,0.666,0.101,0.093
A0065894,43,TEXT_HW,MISC,TEXT,0.605,0.153,0.089
A0065894,64,TEXT_HW,TEXT,LINE_HW,0.796,0.071,0.049
A0065894,75,TEXT_HW,LINE_HW,LINE_MIX,0.592,0.218,0.07
A0065894,227,TEXT_HW,LINE_HW,TEXT,0.807,0.059,0.054
A0065896,63,TEXT_HW,LINE_HW,TEXT,0.697,0.156,0.058
A0065896,73,TEXT_HW,LINE_HW,TEXT,0.704,0.143,0.055
A0065896,153,TEXT_HW,LINE_HW,TEXT,0.8,0.099,0.034
A0065896,250,TEXT_HW,LINE_HW,TEXT,0.696,0.119,0.066
A0065896,267,TEXT_HW,LINE_HW,MISC,0.593,0.165,0.087
A0065896,300,TEXT_HW,LINE_HW,TEXT,0.677,0.142,0.068
A0065896,320,TEXT_HW,LINE_HW,TEXT,0.726,0.091,0.062
A0065896,370,TEXT_HW,LINE_HW,TEXT,0.623,0.157,0.083
A0065901,58,TEXT_HW,LINE_HW,TEXT,0.721,0.118,0.067
A0065901,136,TEXT_HW,LINE_HW,TEXT,0.575,0.205,0.078
A0065901,137,TEXT_HW,LINE_HW,TEXT,0.589,0.185,0.085
A0065901,263,TEXT_HW,LINE_HW,TEXT,0.698,0.096,0.072
A0065901,323,TEXT_HW,LINE_HW,MISC,0.487,0.269,0.081
A0065901,328,TEXT_HW,LINE_HW,TEXT,0.662,0.162,0.065
A0065901,339,TEXT_HW,LINE_HW,MISC,0.467,0.275,0.103
A0065902,26,TEXT_HW,LINE_HW,LINE_MIX,0.55,0.236,0.072
A0065902,69,TEXT_HW,MISC,LINE_HW,0.485,0.19,0.129
A0065902,79,TEXT_HW,LINE_HW,TEXT,0.7,0.151,0.058
A0065902,85,TEXT_HW,LINE_HW,TEXT,0.616,0.206,0.058
A0065902,91,TEXT_HW,LINE_HW,TEXT,0.637,0.183,0.06
A0065902,95,TEXT_HW,MISC,LINE_HW,0.529,0.189,0.099
A0065902,122,TEXT_HW,LINE_HW,MISC,0.657,0.118,0.092
A0065902,148,TEXT_HW,LINE_HW,MISC,0.694,0.105,0.07
A0065910,88,MISC,TEXT_HW,LINE_HW,0.327,0.262,0.138
A0065910,179,TEXT_HW,LINE_HW,TEXT,0.797,0.095,0.036
A0065910,180,TEXT_HW,LINE_HW,TEXT,0.681,0.152,0.053
A0065910,248,TEXT_HW,MISC,LINE_HW,0.552,0.142,0.125
A0065910,292,PHOTO,TEXT_HW,MISC,0.29,0.244,0.153
A0065910,314,TEXT_HW,MISC,TEXT,0.806,0.057,0.047
A0065911,70,TEXT_HW,TEXT,LINE_HW,0.83,0.059,0.044
A0065911,93,TEXT_HW,LINE_HW,MISC,0.51,0.203,0.104
A0065911,107,TEXT_HW,MISC,TEXT_TP,0.648,0.099,0.093
A0065911,125,TEXT_HW,LINE_HW,TEXT,0.731,0.104,0.054
A0065911,135,TEXT_HW,LINE_HW,MISC,0.654,0.127,0.079
A0065911,173,TEXT_HW,LINE_HW,MISC,0.641,0.126,0.079
A0065911,184,TEXT_HW,MISC,LINE_HW,0.688,0.111,0.075
A0065913,22,TEXT_HW,LINE_HW,MISC,0.786,0.055,0.052
A0065913,255,TEXT_HW,MISC,LINE_HW,0.741,0.067,0.061
A0065913,268,TEXT_HW,MISC,LINE_HW,0.435,0.252,0.11
A0065913,284,TEXT_HW,MISC,TEXT,0.733,0.065,0.056
A0065913,361,TEXT_HW,LINE_HW,MISC,0.578,0.129,0.127
A0065913,380,TEXT_HW,MISC,LINE_HW,0.642,0.098,0.073
A0065913,384,TEXT_HW,LINE_HW,TEXT,0.774,0.07,0.07
A0065913,412,TEXT_HW,LINE_HW,MISC,0.642,0.13,0.102
A0065914,46,TEXT_HW,TEXT,MISC,0.725,0.084,0.071
A0065914,149,TEXT_HW,LINE_HW,TEXT,0.777,0.077,0.067
A0065914,161,TEXT_HW,LINE_HW,MISC,0.531,0.159,0.152
A0065914,186,TEXT_HW,PHOTO,MISC,0.354,0.263,0.175
A0065914,218,TEXT_HW,LINE_HW,TEXT,0.697,0.096,0.096
A0065914,309,TEXT_HW,LINE_HW,TEXT,0.673,0.157,0.057
A0065914,327,LINE_HW,TEXT_HW,MISC,0.355,0.252,0.173
A0066001,59,TEXT_HW,LINE_HW,TEXT,0.681,0.103,0.081
A0066001,89,TEXT_HW,LINE_HW,TEXT,0.565,0.155,0.089
A0066001,91,TEXT_HW,LINE_HW,TEXT,0.604,0.125,0.09
A0066001,105,TEXT_HW,TEXT,LINE_HW,0.7,0.096,0.057
A0066001,161,TEXT_HW,LINE_HW,TEXT,0.682,0.101,0.081
A0066001,284,TEXT_HW,LINE_HW,TEXT,0.684,0.115,0.064
A0067123,46,TEXT_HW,LINE_HW,TEXT,0.701,0.116,0.077
A0067123,200,TEXT_HW,LINE_HW,TEXT,0.499,0.165,0.13
A0067123,250,TEXT_HW,LINE_HW,TEXT,0.476,0.247,0.095
A0067123,353,TEXT_HW,LINE_HW,TEXT,0.636,0.14,0.089
A0067123,474,TEXT_HW,LINE_HW,TEXT,0.564,0.138,0.118
A0067123,476,TEXT_HW,TEXT,LINE_HW,0.69,0.098,0.072
A0067123,478,TEXT_HW,TEXT,LINE_HW,0.719,0.097,0.066
A0067123,568,TEXT_HW,LINE_HW,TEXT,0.699,0.118,0.078
A0067126,7,TEXT_HW,MISC,TEXT,0.571,0.14,0.112
A0067126,27,TEXT_HW,LINE_HW,TEXT,0.701,0.091,0.088
A0067126,40,TEXT_HW,MISC,TEXT,0.544,0.206,0.102
A0067126,67,TEXT_HW,TEXT,LINE_HW,0.647,0.104,0.095
A0067126,86,TEXT_HW,TEXT,LINE_HW,0.686,0.107,0.085
A0067126,103,TEXT_HW,LINE_HW,TEXT,0.688,0.12,0.08
A0067126,113,TEXT_HW,LINE_HW,TEXT,0.693,0.094,0.091
A0067126,131,TEXT_HW,MISC,LINE_HW,0.48,0.163,0.158
A0067130,8,TEXT_HW,LINE_HW,TEXT,0.674,0.097,0.094
A0067130,90,TEXT_HW,TEXT,LINE_HW,0.728,0.077,0.061
A0067130,120,TEXT_HW,LINE_HW,TEXT,0.631,0.132,0.083
A0067130,124,TEXT_HW,LINE_HW,MISC,0.58,0.194,0.077
A0067130,142,TEXT_HW,LINE_HW,TEXT,0.69,0.101,0.084
A0067130,161,TEXT_HW,LINE_HW,TEXT,0.668,0.116,0.081
A0067130,168,TEXT_HW,TEXT,LINE_HW,0.76,0.073,0.059
A0067140,10,TEXT_HW,LINE_HW,MISC,0.497,0.25,0.08
A0067140,96,TEXT_HW,LINE_HW,TEXT,0.646,0.179,0.057
A0067140,105,TEXT_HW,LINE_HW,TEXT,0.568,0.216,0.068
A0067140,113,LINE_HW,TEXT_HW,LINE_MIX,0.455,0.328,0.079
A0067140,122,TEXT_HW,LINE_HW,TEXT,0.684,0.148,0.062
A0067140,232,TEXT_HW,LINE_HW,TEXT,0.712,0.103,0.059
A0067140,248,TEXT_HW,LINE_HW,MISC,0.632,0.155,0.079
A0067140,274,TEXT_HW,LINE_HW,MISC,0.556,0.218,0.065
A0067182,27,TEXT_HW,LINE_HW,MISC,0.415,0.244,0.15
A0067182,105,LINE_HW,TEXT_HW,LINE_MIX,0.505,0.186,0.109
A0067182,162,LINE_HW,TEXT_HW,LINE_MIX,0.656,0.129,0.078
A0067182,169,TEXT_HW,LINE_HW,TEXT,0.454,0.298,0.072
A0067182,174,LINE_HW,TEXT_HW,MISC,0.379,0.334,0.078
A0067182,185,LINE_HW,TEXT_HW,LINE_MIX,0.449,0.272,0.088
A0067182,190,LINE_HW,TEXT_HW,LINE_MIX,0.455,0.294,0.077
A0067190,19,TEXT_HW,LINE_HW,TEXT,0.633,0.17,0.067
A0067190,118,TEXT_HW,LINE_HW,TEXT,0.667,0.095,0.095
A0067190,158,TEXT_HW,LINE_HW,MISC,0.628,0.174,0.084
A0067190,182,TEXT_HW,LINE_HW,MISC,0.523,0.247,0.087
A0067190,202,TEXT_HW,LINE_HW,TEXT,0.656,0.119,0.083
A0067190,204,TEXT_HW,LINE_HW,TEXT,0.637,0.156,0.073
A0067190,219,TEXT_HW,LINE_HW,TEXT,0.695,0.099,0.078
A0067190,277,TEXT_HW,LINE_HW,TEXT,0.735,0.099,0.073
A0067200,28,TEXT_HW,LINE_HW,MISC,0.51,0.185,0.116
A0067200,54,TEXT_HW,LINE_HW,TEXT,0.671,0.115,0.084
A0067200,81,TEXT_HW,TEXT,LINE_HW,0.674,0.102,0.087
A0067200,93,TEXT_HW,LINE_HW,MISC,0.515,0.152,0.152
A0067200,229,TEXT_HW,LINE_HW,MISC,0.569,0.153,0.11
A0067200,232,TEXT_HW,LINE_HW,TEXT,0.522,0.263,0.075
A0067200,238,TEXT_HW,LINE_HW,MISC,0.451,0.325,0.086
A0067233,36,TEXT_HW,LINE_HW,TEXT,0.697,0.109,0.071
A0067233,52,TEXT_HW,LINE_HW,TEXT,0.71,0.131,0.06
A0067233,80,TEXT_HW,LINE_HW,TEXT,0.671,0.141,0.056
A0067233,86,TEXT_HW,LINE_HW,LINE_MIX,0.542,0.268,0.063
A0067233,94,TEXT_HW,LINE_HW,TEXT,0.629,0.152,0.069
A0067233,95,TEXT_HW,LINE_HW,TEXT,0.648,0.169,0.058
A0067233,109,TEXT_HW,LINE_HW,TEXT,0.605,0.209,0.056
A0067238,78,LINE_HW,TEXT_HW,LINE_MIX,0.526,0.29,0.058
A0067238,104,LINE_HW,TEXT_HW,LINE_MIX,0.465,0.273,0.073
A0067238,113,TEXT_HW,LINE_HW,TEXT,0.455,0.333,0.064
A0067238,117,LINE_HW,TEXT_HW,LINE_MIX,0.528,0.25,0.069
A0067238,143,LINE_HW,TEXT_HW,LINE_MIX,0.523,0.263,0.074
A0067238,147,TEXT_HW,LINE_HW,MISC,0.439,0.292,0.084
A0067238,251,TEXT_HW,LINE_HW,MISC,0.472,0.23,0.129
A0067238,275,LINE_HW,TEXT_HW,MISC,0.436,0.291,0.109
A0067238,285,TEXT_HW,LINE_HW,MISC,0.512,0.242,0.098
A0067238,306,TEXT_HW,LINE_HW,MISC,0.457,0.295,0.109
A0067238,380,TEXT_HW,LINE_HW,MISC,0.378,0.378,0.087
A0067238,415,TEXT_HW,LINE_HW,MISC,0.429,0.324,0.091
A0067238,489,TEXT_HW,LINE_HW,MISC,0.514,0.243,0.089
A0067238,502,TEXT_HW,LINE_HW,TEXT,0.56,0.2,0.077
A0067241,45,TEXT_HW,LINE_HW,MISC,0.535,0.273,0.065
A0067241,169,LINE_HW,TEXT_HW,LINE_MIX,0.667,0.104,0.082
A0067241,264,LINE_HW,TEXT_HW,MISC,0.383,0.36,0.077
A0067241,340,TEXT_HW,LINE_HW,MISC,0.407,0.307,0.109
A0067241,342,TEXT_HW,LINE_HW,MISC,0.54,0.184,0.119
A0067241,390,TEXT_HW,LINE_HW,MISC,0.511,0.249,0.104
A0067241,427,TEXT_HW,LINE_HW,MISC,0.486,0.277,0.089
A0067241,661,LINE_HW,TEXT_HW,MISC,0.368,0.356,0.121
A0067257,222,TEXT_HW,MISC,LINE_HW,0.66,0.111,0.087
A0067257,254,TEXT_HW,LINE_HW,TEXT,0.685,0.105,0.07
A0067257,355,TEXT_HW,LINE_HW,TEXT,0.721,0.123,0.053
A0067257,458,TEXT_HW,LINE_HW,MISC,0.517,0.237,0.077
A0067257,498,TEXT_HW,LINE_HW,MISC,0.555,0.217,0.075
A0067257,601,TEXT_HW,LINE_HW,MISC,0.596,0.102,0.081
A0067257,723,TEXT_HW,LINE_HW,MISC,0.496,0.296,0.07
A0067257,784,TEXT_HW,LINE_HW,MISC,0.599,0.147,0.086
A0067259,114,TEXT_HW,LINE_HW,TEXT,0.721,0.098,0.063
A0067259,253,TEXT_HW,LINE_HW,TEXT,0.669,0.103,0.081
A0067259,411,TEXT_HW,LINE_HW,TEXT,0.557,0.259,0.056
A0067259,420,TEXT_HW,LINE_HW,TEXT,0.66,0.152,0.067
A0067259,452,TEXT_HW,LINE_HW,TEXT,0.628,0.169,0.079
A0067259,467,TEXT_HW,LINE_HW,TEXT,0.673,0.128,0.068
A0067259,476,TEXT_HW,LINE_HW,TEXT,0.668,0.128,0.067
A0067259,661,TEXT_HW,LINE_HW,TEXT,0.678,0.084,0.081
A0067272,40,TEXT_HW,LINE_HW,TEXT,0.654,0.137,0.076
A0067272,84,TEXT_HW,LINE_HW,MISC,0.503,0.185,0.14
A0067272,114,TEXT_HW,LINE_HW,MISC,0.603,0.162,0.075
A0067272,192,TEXT_HW,LINE_HW,LINE_MIX,0.638,0.189,0.048
A0067272,246,TEXT_HW,LINE_HW,MISC,0.613,0.205,0.068
A0067272,253,TEXT_HW,LINE_HW,TEXT,0.626,0.185,0.065
A0067272,324,TEXT_HW,LINE_HW,MISC,0.633,0.16,0.071
A0067277,163,TEXT_HW,LINE_HW,TEXT,0.669,0.111,0.073
A0067277,221,TEXT_HW,LINE_HW,TEXT,0.642,0.155,0.072
A0067277,280,TEXT_HW,LINE_HW,TEXT,0.702,0.136,0.052
A0067277,344,TEXT_HW,LINE_HW,TEXT,0.676,0.129,0.058
A0067277,390,TEXT_HW,LINE_HW,MISC,0.546,0.189,0.103
A0067277,551,TEXT_HW,LINE_HW,MISC,0.529,0.166,0.095
A0067277,553,TEXT_HW,LINE_HW,TEXT,0.726,0.103,0.069
A0067277,572,TEXT_HW,LINE_HW,MISC,0.628,0.145,0.085
A0067286,164,TEXT_HW,LINE_HW,LINE_MIX,0.451,0.3,0.095
A0067286,267,TEXT_HW,LINE_HW,TEXT,0.601,0.138,0.088
A0067286,301,TEXT_HW,LINE_HW,TEXT,0.655,0.146,0.061
A0067286,590,TEXT_HW,LINE_HW,MISC,0.581,0.189,0.076
A0067286,607,TEXT_HW,LINE_HW,MISC,0.626,0.149,0.081
A0067286,670,TEXT_HW,LINE_HW,MISC,0.566,0.196,0.078
A0067286,752,TEXT_HW,LINE_HW,TEXT,0.655,0.168,0.057
A0067286,824,TEXT_HW,LINE_HW,TEXT,0.7,0.109,0.076
A0067295,85,TEXT_HW,TEXT,LINE_HW,0.768,0.065,0.064
A0067295,102,TEXT_HW,MISC,LINE_HW,0.667,0.092,0.086
A0067295,126,TEXT_HW,TEXT,MISC,0.767,0.064,0.059
A0067295,156,TEXT_HW,TEXT,LINE_HW,0.742,0.083,0.076
A0067295,166,TEXT_HW,TEXT,LINE_HW,0.792,0.067,0.054
A0067295,177,TEXT_HW,LINE_HW,MISC,0.555,0.18,0.088
A0067295,185,TEXT_HW,MISC,TEXT,0.733,0.075,0.075
A0067323,223,TEXT_HW,LINE_HW,MISC,0.758,0.081,0.058
A0067323,298,TEXT_HW,LINE_HW,MISC,0.619,0.126,0.116
A0067323,441,TEXT_HW,MISC,LINE_HW,0.595,0.171,0.084
A0067323,654,TEXT_HW,TEXT,MISC,0.692,0.088,0.084
A0067323,660,TEXT_HW,MISC,LINE_HW,0.553,0.131,0.127
A0067323,695,TEXT_HW,TEXT,MISC,0.72,0.094,0.054
A0067352,48,TEXT_HW,TEXT,LINE_HW,0.828,0.069,0.03
A0067352,54,TEXT_HW,TEXT,LINE_HW,0.727,0.095,0.063
A0067352,71,TEXT_HW,LINE_HW,MISC,0.633,0.131,0.087
A0067352,78,TEXT_HW,LINE_HW,TEXT,0.716,0.095,0.077
A0067352,96,TEXT_HW,TEXT,MISC,0.844,0.066,0.032
A0067352,314,TEXT_HW,LINE_HW,MISC,0.6,0.172,0.076
A0067352,375,TEXT_HW,TEXT,LINE_HW,0.817,0.068,0.039
A0067352,415,TEXT_HW,TEXT,MISC,0.763,0.093,0.054
A0067352,555,TEXT_HW,LINE_HW,TEXT,0.761,0.08,0.06
A0067352,587,TEXT_HW,LINE_HW,TEXT,0.614,0.179,0.076
A0067352,626,TEXT_HW,LINE_HW,TEXT,0.686,0.1,0.077
A0067352,692,TEXT_HW,LINE_HW,MISC,0.618,0.166,0.077
A0067352,805,TEXT_HW,LINE_HW,MISC,0.654,0.119,0.082
A0067352,813,TEXT_HW,LINE_HW,MISC,0.63,0.145,0.085
A0067352,818,TEXT_HW,MISC,LINE_HW,0.643,0.115,0.096
A0067354,56,TEXT_HW,LINE_HW,TEXT,0.71,0.073,0.067
A0067354,140,LINE_HW,TEXT_HW,LINE_MIX,0.655,0.144,0.066
A0067354,320,TEXT_HW,LINE_HW,MISC,0.569,0.206,0.091
A0067354,567,TEXT_HW,LINE_HW,MISC,0.575,0.175,0.092
A0067354,594,TEXT_HW,LINE_HW,TEXT,0.657,0.125,0.076
A0067354,707,TEXT_HW,LINE_HW,MISC,0.652,0.155,0.078
A0067354,823,TEXT_HW,LINE_HW,MISC,0.669,0.096,0.079
A0067360,20,TEXT_HW,LINE_HW,TEXT,0.74,0.087,0.066
A0067360,76,TEXT_HW,LINE_HW,TEXT,0.784,0.064,0.059
A0067360,124,TEXT_HW,MISC,LINE_HW,0.56,0.129,0.097
A0067360,187,TEXT_HW,LINE_HW,TEXT,0.754,0.074,0.06
A0067360,232,TEXT_HW,LINE_HW,MISC,0.696,0.087,0.082
A0067360,257,TEXT_HW,LINE_HW,MISC,0.686,0.094,0.083
A0067360,337,TEXT_HW,LINE_HW,MISC,0.48,0.188,0.154
A0067363,146,TEXT_HW,LINE_HW,MISC,0.471,0.252,0.102
A0067363,233,TEXT_HW,LINE_HW,MISC,0.584,0.145,0.122
A0067363,461,LINE_HW,TEXT_HW,LINE_MIX,0.575,0.16,0.11
A0067363,466,TEXT_HW,LINE_HW,MISC,0.679,0.124,0.059
A0067363,503,TEXT_HW,LINE_HW,MISC,0.51,0.193,0.109
A0067364,93,TEXT_HW,LINE_HW,TEXT,0.788,0.064,0.06
A0067364,137,TEXT_HW,LINE_HW,TEXT,0.718,0.086,0.07
A0067364,139,TEXT_HW,LINE_HW,TEXT,0.729,0.073,0.063
A0067364,148,TEXT_HW,LINE_HW,MISC,0.523,0.263,0.067
A0067364,179,TEXT_HW,LINE_HW,TEXT,0.639,0.138,0.074
A0067381,10,TEXT_HW,LINE_HW,MISC,0.61,0.186,0.059
A0067381,60,LINE_HW,TEXT_HW,LINE_MIX,0.42,0.382,0.075
A0067381,81,TEXT_HW,LINE_HW,TEXT,0.654,0.16,0.071
A0067381,150,TEXT_HW,MISC,LINE_HW,0.609,0.132,0.095
A0067381,204,TEXT_HW,LINE_HW,MISC,0.57,0.177,0.09
A0067381,215,TEXT_HW,LINE_HW,MISC,0.675,0.151,0.052
A0067381,223,TEXT_HW,LINE_HW,MISC,0.584,0.208,0.077
A0067381,238,TEXT_HW,LINE_HW,MISC,0.606,0.163,0.07
A0067386,83,TEXT_HW,LINE_HW,TEXT,0.663,0.11,0.077
A0067386,151,TEXT_HW,LINE_HW,TEXT,0.606,0.166,0.069
A0067386,153,LINE_HW,TEXT_HW,LINE_MIX,0.623,0.196,0.068
